Building Name (1),樓宇名稱 (一),Building Name (2),樓宇名稱 (二),Building Name (3),樓宇名稱 (三),Address (1),樓宇地址(一),Address (2),樓宇地址(二),Address (3),樓宇地址(三),"Year of Completion
落成年份","Owners' Corporation
業主立案法團",Remark,備註
"The Salvation Army Kam Tin
Nursery",救世軍錦田幼兒園,,,,,"103 Kam Tin Rd. Kam Tin,
Yuen Long","元朗
錦田錦田路103號",,,,,2001,,,
"The Salvation Army Kam Tin
Residence for Senior Citizens",救世軍錦田長者之家,,,,,"103 Kam Tin Rd. Kam Tin,
Yuen Long","元朗
錦田錦田路103號",,,,,2001,,,
"The Salvation Army Kwai Chung
Girl's Home",救世軍葵涌女童院,,,,,"1 Lei Muk Rd., Kwai Chung",葵涌梨木道1號,,,,,-,,,
The Salvation Army Lai King Home,救世軍荔景院,,,,,"200-210 Lai King Hill Rd.,
Kwai Chung","葵涌荔景山路
200-210號",,,,,-,,,
"The Salvation Army Lam Butt Chung
Memorial School",救世軍林拔中紀念學校,,,,,"8 Yat Tung St.,
Yat Tung Estate,
Tung Chung","東涌
逸東邨
逸東街8號",,,,,-,,,
"The Salvation Army Ngau Tam Mei
Community Development
Project Centre","救世軍牛潭尾
社區發展計劃中心",,,,,"DD 104 GLWOT
Off Ngau Tam Mei Rd.,
Yuen Long","元朗
近牛潭尾路
第104約政府地",,,,,-,,,
"The Salvation Army Sam Shing
Chuen Lau Ng Ying School",救世軍三聖邨劉伍英學校,,,,,"6 Sam Shing St.
Sam Shing Estate,
Tuen Mun","屯門三聖邨
三聖街6號",,,,,-,,,
The Salvation Army Shek Wu School,救世軍石湖學校,,,,,"FSSTL 89 Jockey Club Rd.,
Sheung Shui","上水馬會道
粉嶺上水市地段第89號",,,,,-,,,
"The Salvation Army Tin Ka Ping
Primary School",救世軍田家炳學校,,,,,"6A Sha Kok St.,
Pok Hong Estate,
Sha Tin","沙田博康邨
沙角街6A號",,,,,-,,,
"The Scout Association of HK
Island District Scout HQ",香港童軍總會離島區童軍總部,,,,,"CLL 4932 Off Kwun Yam
Wan Rd., Cheung Chau","長洲近觀音灣路
官地牌照第4932號",,,,,-,,,
The SeaCrest,嘉悅半島,,,,,"1 Hang Kwai St.,
Tuen Mun",屯門恒貴街1號,,,,,2002,P,,
The Sherwood,豫豐花園,,,,,"8 Fuk Hang Tsuen Rd.,
Tuen Mun","屯門
福亨村路8號",,,,,2005,,,
"The Society of Rehabilitation and 
Crime Prevention Hong Kong",香港善導會,,,,,"DD 184 STT 1194
Shan Ha Wai,
Sha Tin","沙田
山下圍第184約
短期租約第1194號 ",,,,,-,,,
"The Spastics Association of
Hong Kong B.M. Kotewall
Memorial School",香港痙攣協會羅怡基學校,,,,,"22 Kwai Hop St.,
Kwai Chung",葵涌葵合街22號,,,,,-,,,
"The Spastics Association of Hong Kong
Ko Fook Iu Memorial School",香港耀能協會高福耀紀念學校,,,,,"2 Fung Wo Lane,
Wo Che Estate,
Sha Tin","沙田禾輋邨
豐禾里2號",,,,,-,,,
The Spectra,朗屏8號,,,,,"8 Kwong Yip St.,
Yuen Long ","元朗 
擴業街8號 ",,,,,2017,,,
The Star,星星中心,,,,,"18 Yip Shing St.,
Kwai Chung","葵涌
業成街18號",,,,,2017,,,
The Sun Building,大信國際集團大廈,,,,,"10 Yip Wo St.,
On Lok Tsuen, Fanling","粉嶺安樂村
業和街10號",,,,,1989,,,
The Terraces,陶樂苑,,,,,"S.D. 2, Lot 1971-2,
Off Fei Ngo Shan Rd.","近飛鵝山道測量約份
第2約第1971-2號地段",,,,,1986,P,,
The Tolo Place,海濤居,,,,,"628 Sai Sha Rd.,
Ma On Shan",馬鞍山西沙路628號,,,,,1992,,,
"The Tung Koon District General
Association
(Sun Tin Koo Tung Branch)",東莞同鄉總會新田古洞分會,,,,,"41 Kwu Tung Rd.,
Sheung Shui","上水
古洞路41號",,,,,-,,,
The Ulferts Warehouse Centre,歐化傢俬貨倉中心,,,,,"4 Kin Fat Lane,
Tuen Mun","屯門
建發里4號",,,,,1980,,,
The Verdancy,丹桂軒,,,,,"50 Tan Kwai Tsuen,
Hung Shui Kiu, Yuen Long","元朗洪水橋
丹桂村50號",,,,,2005,,,
The Villa Horizon,海天灣,,,,,"8 Silver Stream Path,
Silverstrand, Sai Kung","西貢銀線灣
銀泉徑8號",,,,,1989,P,,
The Vineyard,葡萄園,,,,,"23 Ngau Tam Mei Rd.,
Yuen Long","元朗
牛潭尾路23號",,,,,2006,P,,
The Vineyard,葡萄園,Lafite Avenue,洛菲大道,,,,,,,,,,P,,
The Vineyard,葡萄園,Latour Avenue,洛圖大道,,,,,,,,,,P,,
The Vineyard,葡萄園,Margaux Avenue,瑪歌大道,,,,,,,,,,P,,
The Vineyard,葡萄園,Mouton Avenue,美冬大道,,,,,,,,,,P,,
The Vineyard,葡萄園,Petrus Avenue,貝翠大道,,,,,,,,,,P,,
The Visionary,昇薈,,,,,Lantau Island,大嶼山,,,,,2015,,,
The Visionary,昇薈,Duplex 1,複式1,,,,,5 Ying Tung Rd.,迎東路5號,,,,,,
The Visionary,昇薈,Duplex 2,複式2,,,,,3 Ying Tung Rd.,迎東路3號,,,,,,
The Visionary,昇薈,Duplex 3,複式3,,,,,1 Ying Tung Rd.,迎東路1號,,,,,,
The Visionary,昇薈,Houses 1-3 & 6-8,1-3 及 6-8號洋房,,,,,1 Ying Hong St.,迎康街1號,,,,,,
The Visionary,昇薈,Towers 1-3 & 5-10,1-3 及 5-10座,,,,,1 Ying Hong St.,迎康街1號,,,,,,
The Waterside,雅濤居,,,,,"15 On Chun St.,
Ma On Shan",馬鞍山鞍駿街15號,,,,,1997,,,
The Westminster Terrace,皇璧,,,,,"2A Yau Lai Rd.,
Tsuen Wan","荃灣
悠麗路2A號",,,,,2009,P,,
The Wings,天晉,,,,,"9 Tong Yin St.,
Tseung Kwan O","將軍澳
唐賢街9號",,,,,2011,,,
The Wings IIIB,天晉 IIIB,,,,,"19 Chi Shin St.,
Tseung Kwan O","將軍澳
至善街19號",,,,,2016,,,
The Wings IIIB,天晉 IIIB,Popwalk 3,天晉滙 3,,,,,,,,,,,,
The Woods,尚林,,,,,Sai Kung,西貢,,,,,2016,,,
The Woods,尚林,Villa A,(洋房A),,,,,2 Pak Shek Wo San Tsuen Rd.,白石窩新村路2號,,,,,,
The Woods,尚林,Villas B-F,(洋房B-F),,,,,6 Pak Shek Wo San Tsuen Rd.,白石窩新村路6號,,,,,,
The Woodsville,溱林,,,,,"18 Hung Shun Rd.,
Yuen Long","元朗
洪順路18號",,,,,2013,P,,
"The Yuen Long Vegetable Marketing
Co-operative Society Ltd.",元朗蔬菜產銷有限責任合作社,,,,,"8 Tai Kei Leng, Yuen Long",元朗大旗嶺8號,,,,,1976,,,
Thriving Industrial Centre,匯力工業中心,,,,,"26-38 Sha Tsui Rd.,
Tsuen Wan",荃灣沙咀道26-38號,,,,,1989,,,
Tian Tan Buddha,天壇大佛,,,,,"Ngong Ping Lot 231,
Lantau Island","大嶼山昂坪
第231號地段",,,,,1992,,,
Tien Chu (Tsing Yi) Industrial Centre,天廚 (青衣) 工業中心,,,,,"52-62 Tsing Yi Rd.,
Tsing Yi",青衣青衣路52-62號,,,,,1982,,,
Tierra Verde,盈翠半島,,,,,"33 Tsing King Rd.,
Tsing Yi",青衣青敬路33號,,,,,1999,,,
Tim Leo,恬廬,,,,,"9 Tin Sam Tsuen,
Pat Heung",八鄉田心村9號,,,,,1981,,,
Tim Wah Building,添華大樓,,,,,"22/32 Tak Wah St.,
Tsuen Wan",荃灣德華街22/32號,,,,,1965,,,
Tin Chak Estate,天澤邨,,,,,Tin Shui Wai,天水圍,,,,,,,See Appendix I,見附錄I
Tin Chak Estate,天澤邨,Chak Fai House,澤輝樓,,,,,73 Tin Shui Rd.,天瑞路73號,,,,,See Appendix I,見附錄I
Tin Chak Estate,天澤邨,Chak Sing House,澤星樓,,,,,73 Tin Shui Rd.,天瑞路73號,,,,,See Appendix I,見附錄I
Tin Chak Estate,天澤邨,Chak Sun House,澤辰樓,,,,,73 Tin Shui Rd.,天瑞路73號,,,,,See Appendix I,見附錄I
Tin Chak Estate,天澤邨,Chak Yu House,澤宇樓,,,,,73 Tin Shui Rd.,天瑞路73號,,,,,See Appendix I,見附錄I
Tin Chak Estate,天澤邨,Chak Yun House,澤潤樓,,,,,73 Tin Shui Rd.,天瑞路73號,,,,,See Appendix I,見附錄I
Tin Chak Estate,天澤邨,"Tin Chak Ancillary Facilities
Block",天澤服務設施大樓,,,,,71 Tin Shui Rd.,天瑞路71號,,,,,See Appendix I,見附錄I
Tin Chak Estate,天澤邨,Tin Chak Shopping Centre,天澤商場,,,,,77 Tin Shui Rd.,天瑞路77號,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,,,,,Tin Shui Wai,天水圍,,,,,-,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,Ching Choi House (Block 1),晴彩樓 (第1座),,,,,,,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,Ching Hei House (Block 6),晴喜樓 (第6座),,,,,,,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,Ching Hoi House (Block 4),晴海樓 (第4座),,,,,,,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,Ching Moon House (Block 5),晴滿樓 (第5座),,,,,,,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,Ching Pik House (Block 3),晴碧樓 (第3座),,,,,,,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,Ching Wan House (Block 2),晴雲樓 (第2座),,,,,,,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,Ching Yuet House (Block 7),晴悅樓 (第7座),,,,,,,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,"Tin Ching Amenity and
Community Building","天晴社區綜合服務
大樓",,,,,,,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,Tin Ching Commercial Centre,天晴商場,,,,,,,,,,,See Appendix I,見附錄I
Tin Ching Estate,天晴邨,Tin Ching Community Hall,天晴社區會堂,,,,,,,,,,,See Appendix I,見附錄I
Tin Chung Court,天頌苑,,,,,"3 Tin Wing Rd., Tin Sui Wai",天水圍天榮路3號,,,,,,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,"Chung Chak House
(Block M)",頌澤閣 (M座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,Chung Ho House (Block L),頌浩閣 (L座),,,,,,,,,2008,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,Chung Hoi House (Block F),頌海閣 (F座),,,,,,,,,2001,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,"Chung Kam House
(Block N)",頌琴閣 (N座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,Chung Ki House (Block O),頌棋閣 (O座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,Chung Lau House (Block C),頌流閣 (C座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,Chung Pik House (Block E),頌碧閣 (E座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,Chung Po House (Block K),頌波閣 (K座),,,,,,,,,2008,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,"Chung Shui House
(Block D)",頌水閣 (D座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,"Chung Ting House
(Block A)",頌亭閣 (A座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,Chung Toi House (Block B),頌臺閣 (B座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,Chung Wa House (Block P),頌畫閣 (P座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,Chung Yan House (Block J),頌恩閣 (J座),,,,,,,,,2001,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,"Chung Ying House
(Block G)",頌映閣 (G座),,,,,,,,,2001,,See Appendix III,見附錄III
Tin Chung Court,天頌苑,"Chung Yuet House
(Block H)",頌月閣 (H座),,,,,,,,,2001,,See Appendix III,見附錄III
"Tin Chung Court Ancillary
Facilities Block",天頌苑服務設施大樓,,,,,"7 Tin Wing Rd.,
Tin Shui Wai",天水圍天榮路7號,,,,,1999,,,
Tin Fai Road Community Hall,天暉路社區會堂,,,,,"63 Tin Shui Rd.,
Tin Shui Wai ","天水圍
天瑞路63號",,,,,-,,,
Tin Fai Road Sports Centre,天暉路體育館,,,,,"63 Tin Shui Rd.,
Tin Shui Wai","天水圍
天瑞路63號",,,,,-,,,
Tin Fu Court,天富苑,,,,,"15 Tin Sau Rd.,
Tin Shui Wai",天水圍天秀路15號,,,,,2001,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Chai Fu House (Block N),齊富閣 (N座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Chui Fu House (Block J),聚富閣 (J座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Chun Fu House (Block C),俊富閣 (C座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Hang Fu House (Block B),亨富閣 (B座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Hing Fu House (Block G),興富閣 (G座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Long Fu House (Block D),朗富閣 (D座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Nang Fu House (Block M),能富閣 (M座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Nga Fu House (Block Q),雅富閣 (Q座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Ning Fu House (Block H),寧富閣 (H座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Sin Fu House (Block O),善富閣 (O座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Wai Fu House (Block L),偉富閣 (L座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Wing Fu House (Block F),榮富閣 (F座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Yan Fu House (Block E),欣富閣 (E座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Yat Fu House (Block P),逸富閣 (P座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Yin Fu House (Block K),賢富閣 (K座),,,,,,,,,,,See Appendix III,見附錄III
Tin Fu Court,天富苑,Yuen Fu House (Block A),元富閣 (A座),,,,,,,,,,,See Appendix III,見附錄III
Tin Hau House,天后樓,,,,,"15 Tsing Yuen St., Tai Po",大埔靖遠街15號,,,,,1988,,,
Tin Hau Kung,天后宮,,,,,"69B Peng Chau Wing On St.,
Peng Chau","坪洲
坪洲永安街69B號",,,,,-,,,
Tin Hau Temple,天后廟,,,,,"99 Yung Shue Wan Main
St., Lamma Island",南丫島榕樹灣大街99號,,,,,-,,,
Tin Heng Estate,天恆邨,,,,,"83 Tin Shui Rd.,
Tin Shui Wai","天水圍
天瑞路83號",,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Cheuk House,恆卓樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Chi House,恆智樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Chui House,恆翠樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Chun House,恆俊樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Fai House,恆輝樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Fu House,恆富樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Kin House,恆健樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Kwai House,恆貴樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Lai House,恆麗樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Lok House,恆樂樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Moon House,恆滿樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Tung House,恆通樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Wan House,恆運樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Heng Estate,天恆邨,Heng Yan House,恆欣樓,,,,,,,,,,,See Appendix I,見附錄I
Tin Ka Ping Secondary School,田家炳中學,,,,,"1 Wai Hon Rd., Fanling",粉嶺維翰路1號,,,,,-,,,
Tin King Estate,田景邨,,,,,"10 Tin King Rd., Tuen Mun",屯門田景路10號,,,,,,P,See Appendix I,見附錄I
Tin King Estate,田景邨,Tin Lok House,田樂樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin King Estate,田景邨,Tin Tsui House,田翠樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin King Estate,田景邨,Tin Tun House,田敦樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin King Estate,田景邨,Tin Yue House,田裕樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin Lai Court,天麗苑,,,,,"11 Tin Hei St.,
Tin Shui Wai","天水圍
天喜街11號",,,,,1997,P,See Appendix III,見附錄III
Tin Lung Yuen,天農苑,,,,,"126A-127H Tin Liu Tsuen,
Yuen Long","元朗田寮村
126A-127H號",,,,,-,,,
Tin Oi Court,天愛苑,,,,,"TSWTL 13., Tin Shui Wai",天水圍天水圍地段13號,,,,,1993,P,See Appendix III,見附錄III
Tin Oi Court,天愛苑,Oi Chiu House (Block A),愛潮閣 (A座),,,,,,,,,,P,See Appendix III,見附錄III
Tin Oi Court,天愛苑,Oi Tao House (Block B),愛濤閣 (B座),,,,,,,,,,P,See Appendix III,見附錄III
Tin On House,天安樓,,,,,"Ground Floor:
78/84 & 88/96 Shek Yam
Rd., Kwai Chung
1st Floor: 76 Shek Yam Rd.
Upper Floors: (excl. 1st Floor)
86 Shek Yam Rd.","地下︰
葵涌石蔭路78/84
及88/96號
1樓 : 石蔭路76號
樓上各層︰ (不包括1樓)
石蔭路86號",,,,,1973,P,,
Tin Ping Estate,天平邨,,,,,"48 Tin Ping Rd., Sheung Shui",上水天平路48號,,,,,,P,See Appendix I,見附錄I
Tin Ping Estate,天平邨,Tin Cheung House,天祥樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin Ping Estate,天平邨,Tin Hee House,天喜樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin Ping Estate,天平邨,Tin Hor House,天賀樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin Ping Estate,天平邨,Tin Long House,天朗樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin Ping Estate,天平邨,Tin Mei House,天美樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin Ping Estate,天平邨,Tin Ming House,天明樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin Ping Estate,天平邨,Tin Yee House,天怡樓,,,,,,,,,,P,See Appendix I,見附錄I
Tin Ping Shopping Centre,天平商場,,,,,"48 Tin Ping Rd.,
Tin Ping Estate, Sheung Shui","上水天平邨
天平路48號",,,,,-,,,
Tin Ping Sports Centre,天平體育館,,,,,"48 Tin Ping Rd.,
Tin Ping Estate,
Sheung Shui","上水
天平邨
天平路48號",,,,,-,,,
Tin Po Building,天保大樓,,,,,"Ground Floor:
76/78 Hau Tei Square,
91/97 Tai Ho Rd., Tsuen Wan
Upper Floors:
74 Hau Tei Square","地下︰
荃灣鱟地坊76/78號
大河道91/97號
樓上各層︰
鱟地坊74號",,,,,1964,P,,
Tin Po Building,天寶樓,,,,,"Ground Floors:
94-98, 102 Tai Wai Rd. &
102-108, Chik Fuk St.,
Tai Wai
Upper Floors:
100 Tai Wai Rd.","地下︰
大圍大圍道94-98、
102號及積福街
102-108號
樓上各層︰
大圍道100號",,,,,1974,P,,
Tin Sam Villa,田心居,,,,,"21 Hung Shui Kiu Main St.,
Yuen Long","元朗
洪水橋大街21號",,,,,2001,P,,
Tin Shing Court,天盛苑,,,,,"3 Tin Ching St., Tin Shui Wai",天水圍天靖街3號,,,,,,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Chi House (Block F),盛志閣 (F座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Chiu House (Block B),盛昭閣 (B座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Choi House (Block A),盛彩閣 (A座),,,,,,,,,1999,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,"Shing Chuen House
(Block O)",盛泉閣 (O座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,"Shing Chun House
(Block N)",盛珍閣 (N座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,"Shing Hang House
(Block L)",盛亨閣 (L座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Him House (Block H),盛謙閣 (H座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Kan House (Block E),盛勤閣 (E座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,"Shing Kwan House
(Block Q)",盛坤閣 (Q座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Lai House (Block R),盛麗閣 (R座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Ting House (Block K),盛鼎閣 (K座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Wui House (Block G),盛匯閣 (G座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Yi House (Block C),盛頤閣 (C座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Yin House (Block D),盛賢閣 (D座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Yu House (Block P),盛譽閣 (P座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Yuet House (Block J),盛悅閣 (J座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Shing Yuk House (Block M),盛旭閣 (M座),,,,,,,,,2000,,See Appendix III,見附錄III
Tin Shing Court,天盛苑,Tin Shing Shopping Centre,天盛商場,,,,,,,,,1999,,See Appendix III,見附錄III
Tin Shui Estate,天瑞邨,,,,,Tin Shui Wai,天水圍,,,,,-,,See Appendix I,見附錄I
